player;nacionalidad;position;equipo;edad;nacimiento;partidos_jugados;titular;minutes_played;noventas_jugados;goles;asistencias;goles_mas_asist;goles_sin_penal;penales_convertidos;penales_intentados;amarillas;rojas;goles_asist_sin_penal_p90;tiros;tiros_al_arco;pct_tiros_al_arco;tiros_p90;tiros_arco_p90;goles_por_tiro;goles_por_tiro_al_arco;goles_recibidos;goles_recibidos_p90;tiros_al_arco_recibidos;atajadas;pct_atajadas;partidos_ganados_gk;empatados_gk;perdidos_gk;vallas_invictas;pct_vallas_invictas;penales_recibidos_gk;penales_atajados;penales_errados_rival;doble_amarilla;faltas_cometidas;faltas_recibidas;offsides;centros;intercepciones;entradas_ganadas;penales_ganados;penales_concedidos;goles_en_contra;goles_p90;asistencias_p90;tiros_p90_calc;intercepciones_p90;entradas_p90;centros_p90;faltas_p90
Luca Raffin;py PAR;DF;Rosario Central;20-216;2006,0;8;2;215;2,4;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;3;1;0;0;4;3;;;0;0,0;0,0;0,0;1,667;1,25;0,0;1,25
Luca Regiardo;ar ARG;MF;Newell's;19-298;2006,0;16;16;1414;15,7;1;0;1;1;0;0;7;0;0,06;7;1;14,3;0,45;0,06;0,14;1,0;;;;;;;;;;;;;;0;24;8;0;3;32;24;;;0;0,064;0,0;0,446;2,038;1,529;0,191;1,529
Lucas Acosta;ar ARG;GK;Aldosivi;31-158;1995,0;2;2;180;2,0;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;2,0;1,0;7,0;5,0;71,4;0,0;1,0;1,0;1,0;50,0;0,0;0,0;0,0;0;0;0;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Lucas Alario;ar ARG;FW;Estudiantes–LP;33-313;1992,0;6;1;136;1,5;1;0;1;1;0;0;0;0;0,66;3;1;33,3;1,99;0,66;0,33;1,0;;;;;;;;;;;;;;0;2;4;1;0;1;0;;;0;0,667;0,0;2,0;0,667;0,0;0,0;1,333
Lucas Ayala;ar ARG;DF;Unión;19-187;2007,0;3;3;224;2,5;0;0;0;0;0;0;0;0;0,0;2;0;0,0;0,8;0,0;0,0;;;;;;;;;;;;;;;0;2;2;0;4;3;5;;;0;0,0;0,0;0,8;1,2;2,0;1,6;0,8
Lucas Beltrán;ar ARG;FW;River Plate;25-141;2001,0;5;3;284;3,2;0;0;0;0;0;0;0;0;0,0;6;3;50,0;1,9;0,95;0,0;0,0;;;;;;;;;;;;;;0;4;6;0;1;0;2;;;0;0,0;0,0;1,875;0,0;0,625;0,312;1,25
Lucas Besozzi;ar ARG;MF;Lanús;23-207;2003,0;16;4;483;5,4;0;2;2;0;0;0;0;0;0,37;7;3;42,9;1,3;0,56;0,0;0,0;;;;;;;;;;;;;;0;2;8;1;26;5;6;;;0;0,0;0,37;1,296;0,926;1,111;4,815;0,37
Lucas Blondel;ch SUI;DFMF;Huracán;29-337;1996,0;13;12;1079;12,0;1;0;1;1;0;0;3;0;0,08;20;3;15,0;1,67;0,25;0,05;0,33;;;;;;;;;;;;;;0;14;11;0;28;20;20;;;0;0,083;0,0;1,667;1,667;1,667;2,333;1,167
Lucas Bruera;ar ARG;GK;Estudiantes–RC;28-302;1997,0;4;4;360;4,0;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;5,0;1,25;18,0;13,0;72,2;1,0;1,0;2,0;2,0;50,0;1,0;0,0;0,0;0;0;0;0;1;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,25;0,0
Lucas Carrizo;ar ARG;DFMF;Huracán;29-089;1997,0;14;11;1090;12,1;0;0;0;0;0;0;3;1;0,0;4;1;25,0;0,33;0,08;0,0;0,0;;;;;;;;;;;;;;0;8;25;0;6;10;19;;;0;0,0;0,0;0,331;0,826;1,57;0,496;0,661
Lucas Carrizo;ar ARG;DF;Newell's;29-089;1997,0;1;1;90;1,0;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;0;2;0;1;1;2;;;0;0,0;0,0;0,0;1,0;2,0;1,0;0,0
Lucas Castro;ar ARG;MF;Aldosivi;37-130;1989,0;5;5;402;4,5;0;0;0;0;0;0;0;0;0,0;5;2;40,0;1,12;0,45;0,0;0,0;;;;;;;;;;;;;;0;5;3;0;10;8;5;;;0;0,0;0,0;1,111;1,778;1,111;2,222;1,111
Lucas Castro;ar ARG;MF;Gimnasia–LP;37-130;1989,0;11;3;295;3,3;0;0;0;0;0;0;0;0;0,0;9;0;0,0;2,75;0,0;0,0;;;;;;;;;;;;;;;0;2;6;0;4;0;10;;;0;0,0;0,0;2,727;0,0;3,03;1,212;0,606
Lucas Gabriel Silva;ar ARG;MF;River Plate;19-172;2007,0;2;2;170;1,9;0;0;0;0;0;0;1;0;0,0;1;0;0,0;0,53;0,0;0,0;;;;;;;;;;;;;;;0;1;2;0;0;2;0;;;0;0,0;0,0;0,526;1,053;0,0;0,0;0,526
Lucas Gamba;ar ARG;MF;Barracas Central;39-054;1987,0;6;1;133;1,5;1;0;1;1;0;0;0;0;0,68;4;2;50,0;2,71;1,35;0,25;0,5;;;;;;;;;;;;;;0;1;3;1;9;0;0;;;0;0,667;0,0;2,667;0,0;0,0;6,0;0,667
Lucas González;ar ARG;MF;C. Córdoba–SdE;26-075;2000,0;19;15;1194;13,3;0;0;0;0;0;0;4;0;0,0;21;1;4,8;1,58;0,08;0,0;0,0;;;;;;;;;;;;;;0;16;22;0;16;5;15;;;0;0,0;0,0;1,579;0,376;1,128;1,203;1,203
Lucas González;ar ARG;FW;Estudiantes–RC;29-023;1997,0;4;0;103;1,1;0;0;0;0;0;0;0;0;0,0;3;1;33,3;2,62;0,87;0,0;0,0;;;;;;;;;;;;;;0;3;2;1;2;1;0;;;0;0,0;0,0;2,727;0,909;0,0;1,818;2,727
Lucas Gómez;ar ARG;MF;Arg Juniors;22-061;2004,0;9;2;271;3,0;0;0;0;0;0;0;0;0;0,0;1;0;0,0;0,33;0,0;0,0;;;;;;;;;;;;;;;0;5;5;0;3;2;2;;;0;0,0;0,0;0,333;0,667;0,667;1,0;1,667
Lucas Gómez;ar ARG;MF;Newell's;22-061;2004,0;1;0;7;0,1;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;1;0;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;10,0
Lucas Janson;ar ARG;FWMF;Boca Juniors;32-001;1994,0;3;3;182;2,0;0;0;0;0;0;0;1;0;0,0;2;2;100,0;0,99;0,99;0,0;0,0;;;;;;;;;;;;;;0;7;6;1;1;0;1;;;0;0,0;0,0;1,0;0,0;0,5;0,5;3,5
Lucas Janson;ar ARG;FWMF;Gimnasia–LP;32-001;1994,0;2;0;47;0,5;0;0;0;0;0;0;0;0;0,0;2;0;0,0;3,83;0,0;0,0;;;;;;;;;;;;;;;0;1;1;0;0;0;0;;;0;0,0;0,0;4,0;0,0;0,0;0,0;2,0
Lucas Lamella;ar ARG;DF;Gimnasia–LP;16-249;2009,0;1;0;4;0,0;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;;0;;;;;;;
Lucas Martínez Quarta;ar ARG;DF;River Plate;30-099;1996,0;20;20;1790;19,9;1;0;1;1;0;0;6;0;0,05;22;5;22,7;1,11;0,25;0,05;0,2;;;;;;;;;;;;;;0;20;17;2;2;36;22;;;0;0,05;0,0;1,106;1,809;1,106;0,101;1,005
Lucas Menossi;ar ARG;MF;Unión;34-037;1992,0;8;5;492;5,5;3;0;3;3;0;0;2;0;0,55;8;5;62,5;1,46;0,91;0,38;0,6;;;;;;;;;;;;;;0;10;6;0;2;6;11;;;0;0,545;0,0;1,455;1,091;2,0;0,364;1,818
Lucas Palavecino;ar ARG;MF;Banfield;22-303;2003,0;3;0;85;0,9;0;0;0;0;0;0;0;0;0,0;1;1;100,0;1,06;1,06;0,0;0,0;;;;;;;;;;;;;;0;0;2;0;0;1;1;;;0;0,0;0,0;1,111;1,111;1,111;0,0;0,0
Lucas Passerini;ar ARG;FW;Belgrano;32-032;1994,0;16;6;721;8,0;1;4;5;1;0;1;1;0;0,62;23;8;34,8;2,87;1,0;0,04;0,11;;;;;;;;;;;;;;0;23;19;8;2;2;6;;;0;0,125;0,5;2,875;0,25;0,75;0,25;2,875
Lucas Piovi;ar ARG;MF;Estudiantes–LP;33-362;1992,0;18;18;1475;16,4;1;1;2;1;0;0;4;0;0,12;15;5;33,3;0,92;0,31;0,07;0,2;;;;;;;;;;;;;;0;26;7;0;8;14;34;;;0;0,061;0,061;0,915;0,854;2,073;0,488;1,585
Lucas Ramos;ar ARG;MF;Rosario Central;20-216;2006,0;2;1;94;1,0;0;0;0;0;0;0;0;0;0,0;1;1;100,0;0,96;0,96;0,0;0,0;;;;;;;;;;;;;;0;1;2;0;0;2;4;;;0;0,0;0,0;1,0;2,0;4,0;0,0;1,0
Lucas Robertone;ar ARG;MF;Vélez Sarsfield;29-152;1997,0;18;10;934;10,4;1;1;2;1;0;0;7;1;0,19;16;4;25,0;1,54;0,39;0,06;0,25;;;;;;;;;;;;;;1;17;16;0;12;16;20;;;0;0,096;0,096;1,538;1,538;1,923;1,154;1,635
Lucas Rodríguez;ar ARG;DFMF;Aldosivi;32-324;1993,0;11;8;721;8,0;0;1;1;0;0;0;0;0;0,12;5;1;20,0;0,62;0,12;0,0;0,0;;;;;;;;;;;;;;0;9;8;0;48;7;11;;;0;0,0;0,125;0,625;0,875;1,375;6,0;1,125
Lucas Souto;ar ARG;DFMF;Defensa;27-310;1998,0;18;18;1498;16,6;1;0;1;1;0;0;0;0;0,06;7;2;28,6;0,42;0,12;0,14;0,5;;;;;;;;;;;;;;0;19;6;0;11;38;12;;;0;0,06;0,0;0,422;2,289;0,723;0,663;1,145
Lucas Suárez;ar ARG;DF;Sarmiento–J;31-153;1995,0;16;13;1090;12,1;1;0;1;1;0;0;1;0;0,08;8;3;37,5;0,66;0,25;0,13;0,33;;;;;;;;;;;;;;0;15;11;2;17;15;17;;;1;0,083;0,0;0,661;1,24;1,405;1,405;1,24
Lucas Varaldo;ar ARG;FW;C. Córdoba–SdE;24-174;2002,0;13;5;405;4,5;0;0;0;0;0;0;2;0;0,0;8;2;25,0;1,78;0,44;0,0;0,0;;;;;;;;;;;;;;0;4;2;0;1;1;2;;;0;0,0;0,0;1,778;0,222;0,444;0,222;0,889
Lucas Zelarayán;am ARM;MFFW;Belgrano;34-058;1992,0;18;17;1468;16,3;4;2;6;4;0;0;2;0;0,37;36;11;30,6;2,21;0,67;0,11;0,36;;;;;;;;;;;;;;0;17;25;3;71;4;11;;;0;0,245;0,123;2,209;0,245;0,675;4,356;1,043
Luciano Agustin Bonomo Garcia;ar ARG;MF;Belgrano;34-228;1992,0;1;0;3;0,0;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;1;0;0;1;0;0;;;0;;;;;;;
Luciano Cabral;cl CHI;MF;Independiente;31-113;1995,0;10;2;260;2,9;1;0;1;1;0;0;1;1;0,35;7;2;28,6;2,42;0,69;0,14;0,5;;;;;;;;;;;;;;0;3;6;1;10;1;1;;;0;0,345;0,0;2,414;0,345;0,345;3,448;1,034
Luciano Cingolani;ar ARG;FW;Gimnasia–M;25-133;2001,0;11;1;402;4,5;1;1;2;1;0;0;1;0;0,45;9;9;100,0;2,01;2,01;0,11;0,11;;;;;;;;;;;;;;0;4;12;0;23;3;7;;;0;0,222;0,222;2,0;0,667;1,556;5,111;0,889
Luciano Giménez;ar ARG;FW;Huracán;26-180;2000,0;6;1;109;1,2;0;0;0;0;0;0;3;0;0,0;2;2;100,0;1,65;1,65;0,0;0,0;;;;;;;;;;;;;;0;2;2;0;0;0;0;;;0;0,0;0,0;1,667;0,0;0,0;0,0;1,667
Luciano Giménez;ar ARG;FW;Platense;26-180;2000,0;3;2;173;1,9;0;0;0;0;0;0;0;0;0,0;2;1;50,0;1,04;0,52;0,0;0,0;;;;;;;;;;;;;;0;6;2;0;0;3;2;;;0;0,0;0,0;1,053;1,579;1,053;0,0;3,158
Luciano González;uy URU;FW;Defensa;20-228;2006,0;4;0;130;1,4;0;0;0;0;0;0;0;0;0,0;3;1;33,3;2,08;0,69;0,0;0,0;;;;;;;;;;;;;;0;2;3;0;0;0;1;;;0;0,0;0,0;2,143;0,0;0,714;0,0;1,429
Luciano Gómez;ar ARG;DF;Ind. Rivadavia;30-148;1996,0;14;6;655;7,3;1;2;3;1;0;0;1;0;0,41;5;3;60,0;0,69;0,41;0,2;0,33;;;;;;;;;;;;;;0;13;12;0;28;3;14;;;0;0,137;0,274;0,685;0,411;1,918;3,836;1,781
Luciano Paredes;ar ARG;DFMF;Gimnasia–M;23-342;2002,0;16;12;1044;11,6;1;0;1;1;0;0;0;0;0,09;9;3;33,3;0,78;0,26;0,11;0,33;;;;;;;;;;;;;;0;7;6;0;32;15;18;;;1;0,086;0,0;0,776;1,293;1,552;2,759;0,603
Luciano Ramón Herrera;ar ARG;MFFW;Newell's;30-078;1996,0;16;10;833;9,3;0;1;1;0;0;0;4;0;0,11;18;7;38,9;1,94;0,76;0,0;0,0;;;;;;;;;;;;;;0;32;17;8;22;5;6;;;0;0,0;0,108;1,935;0,538;0,645;2,366;3,441
Luciano Romero;ar ARG;DF;Lanús;20-226;2006,0;1;1;79;0,9;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;1;0;0;1;1;0;;;0;0,0;0,0;0,0;1,111;0,0;1,111;1,111
Luciano Sábato;ar ARG;FW;Ind. Rivadavia;18-083;2008,0;2;1;85;0,9;0;0;0;0;0;0;2;0;0,0;3;1;33,3;3,18;1,06;0,0;0,0;;;;;;;;;;;;;;0;2;0;3;0;0;0;;;0;0,0;0,0;3,333;0,0;0,0;0,0;2,222
Luciano Vallejo;ar ARG;DF;Atlé Tucumán;22-080;2004,0;10;8;698;7,8;1;0;1;1;0;0;3;1;0,13;4;2;50,0;0,52;0,26;0,25;0,5;;;;;;;;;;;;;;1;9;5;0;5;5;10;;;0;0,128;0,0;0,513;0,641;1,282;0,641;1,154
Luciano Vietto;ar ARG;MFFW;CA San Lorenzo;32-255;1993,0;11;4;483;5,4;2;0;2;2;0;0;3;0;0,37;12;6;50,0;2,24;1,12;0,17;0,33;;;;;;;;;;;;;;0;8;4;1;21;1;4;;;0;0,37;0,0;2,222;0,185;0,741;3,889;1,481
Luis Angulo;co COL;MF;Talleres–C;22-147;2004,0;1;0;13;0,1;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;0;0;0;1;0;1;;;0;0,0;0,0;0,0;0,0;10,0;10,0;0,0
Luis Ingolotti;ar ARG;GK;Atlé Tucumán;26-215;2000,0;20;20;1800;20,0;0;1;1;0;0;0;1;0;0,05;0;0;;0,0;0,0;;;22,0;1,1;62,0;40,0;64,5;4,0;7,0;9,0;8,0;40,0;3,0;1,0;0,0;0;0;1;0;0;0;0;;;0;0,0;0,05;0,0;0,0;0,0;0,0;0,0
Luis Sequeira;ar ARG;MF;Ind. Rivadavia;23-221;2003,0;4;0;113;1,3;0;0;0;0;0;0;0;0;0,0;3;1;33,3;2,39;0,8;0,0;0,0;;;;;;;;;;;;;;0;2;1;0;13;1;2;;;0;0,0;0,0;2,308;0,769;1,538;10,0;1,538
Maher Carrizo;ar ARG;MF;Vélez Sarsfield;20-179;2006,0;1;0;45;0,5;0;0;0;0;0;0;0;0;0,0;1;0;0,0;2,0;0,0;0,0;;;;;;;;;;;;;;;0;2;2;0;1;0;0;;;0;0,0;0,0;2,0;0,0;0,0;2,0;4,0
Maizon Rodríguez;uy URU;DF;Unión;23-087;2003,0;19;19;1640;18,2;1;0;1;1;0;0;3;0;0,05;13;2;15,4;0,71;0,11;0,08;0,5;;;;;;;;;;;;;;0;19;6;0;1;21;15;;;0;0,055;0,0;0,714;1,154;0,824;0,055;1,044
Malcom Braida;ar ARG;DF;Boca Juniors;29-092;1997,0;6;5;443;4,9;0;0;0;0;0;0;0;0;0,0;1;0;0,0;0,2;0,0;0,0;;;;;;;;;;;;;;;0;4;5;1;21;11;11;;;0;0,0;0,0;0,204;2,245;2,245;4,286;0,816
Manuel Agustín Duarte;ar ARG;MF;Barracas Central;24-359;2001,0;5;0;97;1,1;0;0;0;0;0;0;0;0;0,0;4;0;0,0;3,71;0,0;0,0;;;;;;;;;;;;;;;0;0;1;2;7;2;0;;;0;0,0;0,0;3,636;1,818;0,0;6,364;0,0
Manuel Brondo;ar ARG;FW;Atlé Tucumán;24-173;2002,0;9;0;133;1,5;0;0;0;0;0;0;0;0;0,0;4;2;50,0;2,71;1,35;0,0;0,0;;;;;;;;;;;;;;0;4;7;1;1;1;2;;;0;0,0;0,0;2,667;0,667;1,333;0,667;2,667
Manuel Fernández;ar ARG;FW;Tigre;21-313;2004,0;6;0;55;0,6;0;0;0;0;0;0;0;0;0,0;3;0;0,0;4,91;0,0;0,0;;;;;;;;;;;;;;;0;1;1;1;5;0;2;;;0;0,0;0,0;5,0;0,0;3,333;8,333;1,667
Manuel García;ar ARG;MFDF;Sarmiento–J;27-067;1999,0;14;9;875;9,7;0;0;0;0;0;0;3;0;0,0;2;0;0,0;0,21;0,0;0,0;;;;;;;;;;;;;;;0;26;4;0;5;11;16;;;0;0,0;0,0;0,206;1,134;1,649;0,515;2,68
Manuel Insaurralde;ar ARG;MF;CA San Lorenzo;27-198;1999,0;8;7;528;5,9;1;0;1;1;0;0;1;0;0,17;3;2;66,7;0,51;0,34;0,33;0,5;;;;;;;;;;;;;;0;6;9;0;2;8;8;;;0;0,169;0,0;0,508;1,356;1,356;0,339;1,017
Manuel Lanzini;ar ARG;MF;Vélez Sarsfield;33-183;1993,0;20;19;1494;16,6;4;0;4;4;0;0;1;0;0,24;26;10;38,5;1,57;0,6;0,15;0,4;;;;;;;;;;;;;;0;13;40;1;58;10;13;;;0;0,241;0,0;1,566;0,602;0,783;3,494;0,783
Manuel Mónaco;ar ARG;MF;Sarmiento–J;24-098;2002,0;1;0;26;0,3;0;0;0;0;0;0;1;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;1;1;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;3,333
Manuel Panaro;ar ARG;MFFW;Gimnasia–LP;23-232;2002,0;17;10;857;9,5;1;1;2;1;0;0;3;1;0,21;16;4;25,0;1,68;0,42;0,06;0,25;;;;;;;;;;;;;;0;11;20;4;21;5;6;;;0;0,105;0,105;1,684;0,526;0,632;2,211;1,158
Manuel Roffo;ar ARG;GK;Instituto;26-135;2000,0;16;16;1440;16,0;0;0;0;0;0;0;1;0;0,0;0;0;;0,0;0,0;;;17,0;1,06;54,0;37,0;68,5;6,0;3,0;7,0;4,0;25,0;0,0;0,0;0,0;0;0;3;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Manuel Tucker;ar ARG;FW;Platense;21-290;2004,0;4;0;61;0,7;0;0;0;0;0;0;0;0;0,0;1;1;100,0;1,48;1,48;0,0;0,0;;;;;;;;;;;;;;0;0;7;0;5;0;0;;;0;0,0;0,0;1,429;0,0;0,0;7,143;0,0
Manuel Vicentini;ar ARG;GK;Belgrano;36-120;1990,0;1;1;90;1,0;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;1,0;1,0;3,0;2,0;66,7;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;2;0;1;0;0;;;0;0,0;0,0;0,0;0,0;0,0;1,0;0,0
Marcelino Moreno;ar ARG;MF;Lanús;32-053;1994,0;8;5;530;5,9;3;1;4;3;0;0;0;0;0,68;23;13;56,5;3,91;2,21;0,13;0,23;;;;;;;;;;;;;;0;4;11;1;27;1;1;;;0;0,508;0,169;3,898;0,169;0,169;4,576;0,678
Marcelo Cabrera;ar ARG;DF;Rosario Central;19-341;2006,0;2;0;33;0,4;0;0;0;0;0;0;0;0;0,0;2;1;50,0;5,45;2,73;0,0;0,0;;;;;;;;;;;;;;0;1;0;0;2;0;0;;;0;0,0;0,0;5,0;0,0;0,0;5,0;2,5
Marcelo Esponda;ar ARG;MF;Newell's;23-215;2003,0;6;2;201;2,2;0;0;0;0;0;0;0;0;0,0;2;1;50,0;0,9;0,45;0,0;0,0;;;;;;;;;;;;;;0;6;2;0;0;3;1;;;0;0,0;0,0;0,909;1,364;0,455;0,0;2,727
Marcelo Estigarribia;ar ARG;FW;Unión;31-129;1995,0;19;14;1313;14,6;4;1;5;2;2;2;5;0;0,21;56;20;35,7;3,84;1,37;0,07;0,18;;;;;;;;;;;;;;0;26;14;15;18;0;5;;;0;0,274;0,068;3,836;0,0;0,342;1,233;1,781
Marcelo Miño;ar ARG;GK;Barracas Central;28-361;1997,0;16;16;1429;15,9;0;0;0;0;0;0;1;0;0,0;0;0;;0,0;0,0;;;12,0;0,76;76,0;64,0;84,2;6,0;4,0;6,0;6,0;37,5;0,0;0,0;0,0;0;0;7;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Marcelo Torres;ar ARG;FW;Gimnasia–LP;28-284;1997,0;17;17;1288;14,3;7;1;8;5;2;3;0;0;0,42;25;14;56,0;1,75;0,98;0,25;0,41;;;;;;;;;;;;;;0;16;7;9;1;3;0;;;0;0,49;0,07;1,748;0,21;0,0;0,07;1,119
Marcelo Weigandt;ar ARG;DF;Boca Juniors;26-218;2000,0;10;7;730;8,1;0;0;0;0;0;0;0;0;0,0;3;1;33,3;0,37;0,12;0,0;0,0;;;;;;;;;;;;;;0;7;4;0;27;17;8;;;0;0,0;0,0;0,37;2,099;0,988;3,333;0,864
Marco Di Cesare;ar ARG;DF;Racing Club;24-199;2002,0;15;13;1171;13,0;2;0;2;2;0;0;7;1;0,15;11;3;27,3;0,85;0,23;0,18;0,67;;;;;;;;;;;;;;1;16;6;0;1;21;12;;;0;0,154;0,0;0,846;1,615;0,923;0,077;1,231
Marco Iacobellis;ar ARG;MFFW;C. Córdoba–SdE;26-233;1999,0;16;7;652;7,2;0;1;1;0;0;0;3;0;0,14;17;4;23,5;2,35;0,55;0,0;0,0;;;;;;;;;;;;;;0;13;15;0;39;6;7;;;0;0,0;0,139;2,361;0,833;0,972;5,417;1,806
Marco Pellegrino;ar ARG;DF;Boca Juniors;24-030;2002,0;8;7;630;7,0;0;0;0;0;0;0;0;0;0,0;2;0;0,0;0,29;0,0;0,0;;;;;;;;;;;;;;;0;1;3;0;0;7;9;;;0;0,0;0,0;0,286;1,0;1,286;0,0;0,143
Marco Rivas;pe PER;MF;Tigre;18-094;2008,0;1;0;16;0,2;0;0;0;0;0;0;0;0;0,0;1;0;0,0;5,63;0,0;0,0;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;;0;0,0;0,0;5,0;0,0;0,0;0,0;0,0
Marcos Acuña;ar ARG;DF;River Plate;34-293;1991,0;13;11;987;11,0;0;1;1;0;0;0;7;0;0,09;11;2;18,2;1,0;0,18;0,0;0,0;;;;;;;;;;;;;;0;9;11;0;61;11;17;;;0;0,0;0,091;1,0;1,0;1,545;5,545;0,818
Marcos Ignacio Ledesma;ar ARG;GK;Instituto;29-336;1996,0;5;5;450;5,0;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;2,0;0,4;11,0;9,0;81,8;4,0;0,0;1,0;3,0;60,0;0,0;0,0;0,0;0;0;1;0;0;1;0;;;0;0,0;0,0;0,0;0,2;0,0;0,0;0,0
Marcos López;ar ARG;DF;Banfield;19-308;2006,0;1;0;9;0,1;0;0;0;0;0;0;1;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;2;0;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;20,0
Marcos Ortiz;ar ARG;MF;Belgrano;17-227;2009,0;1;0;3;0,0;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;0;1;0;0;0;0;;;0;;;;;;;
Marcos Rojo;ar ARG;DF;Racing Club;36-150;1990,0;11;10;819;9,1;0;0;0;0;0;0;4;1;0,0;5;0;0,0;0,55;0,0;0,0;;;;;;;;;;;;;;;0;5;7;1;6;15;7;;;0;0,0;0,0;0,549;1,648;0,769;0,659;0,549
Mariano Bracamonte;ar ARG;DFMF;Dep. Riestra;27-115;1999,0;10;8;709;7,9;1;0;1;1;0;0;2;0;0,13;11;4;36,4;1,4;0,51;0,09;0,25;;;;;;;;;;;;;;0;13;12;0;32;9;14;;;0;0,127;0,0;1,392;1,139;1,772;4,051;1,646
Martín Barrios;uy URU;MF;Platense;27-205;1999,0;12;8;713;7,9;0;0;0;0;0;0;2;0;0,0;10;2;20,0;1,26;0,25;0,0;0,0;;;;;;;;;;;;;;0;13;7;0;8;9;9;;;0;0,0;0,0;1,266;1,139;1,139;1,013;1,646
Martín Benítez;ar ARG;FW;Atlé Tucumán;32-061;1994,0;3;1;95;1,1;1;0;1;0;1;1;0;0;0,0;2;1;50,0;1,89;0,95;0,33;0,5;;;;;;;;;;;;;;0;0;0;0;11;0;3;;;0;0,909;0,0;1,818;0,0;2,727;10,0;0,0
Martín Cuitiño;ar ARG;FW;C. Córdoba–SdE;21-090;2005,0;1;0;13;0,1;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;1;0;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;10,0
Martín Garay;ar ARG;MFDF;Tigre;27-066;1999,0;14;8;888;9,9;1;1;2;1;0;0;1;0;0,2;7;4;57,1;0,71;0,41;0,14;0,25;;;;;;;;;;;;;;0;10;17;0;28;11;8;;;0;0,101;0,101;0,707;1,111;0,808;2,828;1,01
Martín García;;MFFW;Aldosivi;;;13;6;586;6,5;0;0;0;0;0;0;5;0;0,0;19;4;21,1;2,92;0,61;0,0;0,0;;;;;;;;;;;;;;0;21;14;3;12;4;15;;;0;0,0;0,0;2,923;0,615;2,308;1,846;3,231
Martín Garnerone;ar ARG;MFFW;Estudiantes–RC;27-323;1998,0;16;13;967;10,7;1;0;1;1;0;0;2;0;0,09;18;4;22,2;1,68;0,37;0,06;0,25;;;;;;;;;;;;;;0;11;12;3;43;5;8;;;0;0,093;0,0;1,682;0,467;0,748;4,019;1,028
Martín Luciano;ar ARG;DFMF;Newell's;22-252;2003,0;9;7;501;5,6;0;0;0;0;0;0;3;0;0,0;2;1;50,0;0,36;0,18;0,0;0,0;;;;;;;;;;;;;;0;13;6;0;23;8;10;;;0;0,0;0,0;0,357;1,429;1,786;4,107;2,321
Martín Ortega;ar ARG;DF;Newell's;26-362;1999,0;6;3;352;3,9;0;2;2;0;0;0;1;0;0,51;3;1;33,3;0,77;0,26;0,0;0,0;;;;;;;;;;;;;;0;3;0;1;15;3;4;;;0;0,0;0,513;0,769;0,769;1,026;3,846;0,769
Martín Río;ar ARG;MF;CA San Lorenzo;25-156;2001,0;1;1;52;0,6;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;1;1;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;1,667
Martín Río;ar ARG;MF;Talleres–C;25-156;2001,0;9;1;159;1,8;1;0;1;1;0;0;1;0;0,57;3;1;33,3;1,7;0,57;0,33;1,0;;;;;;;;;;;;;;0;3;5;0;2;3;4;;;0;0,556;0,0;1,667;1,667;2,222;1,111;1,667
